index,sample_id,question,gold,pred,exact_match,soft_em,answer_f1,rouge1_f,rouge2_f,rougeL_f,bleu1,bleu2,bleu3,bleu4,meteor,title_hit,retrieved_titles,gold_titles,steps,llm_calls,generated_tokens,stop_reason,anytime_answer,anytime_answer_score,anytime_answer_source,best_node_type,best_node_id,run_dir
76,3hop1__516535_834494_34099,How long are city council terms in the city located in the county that also contains Allen?,four-year,Pima County,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Allen, Arizona"", ""Tucson, Arizona"", ""Gmina Tarnów"", ""Tanzania"", ""Pima County Natural Resources, Parks and Recreation"", ""Biłgoraj County"", ""States of Nigeria""]","[""Pima County Natural Resources, Parks and Recreation"", ""Allen, Arizona"", ""Tucson, Arizona""]",2,5,873,final_synthesis_reserve,Pima County,0.9705305824367881,intermediate_answer,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/076_3hop1__516535_834494_34099
77,4hop1__46196_497223_15840_36002,"What were the Genesis's advantages over the platform with a three letter abbreviation, that had a video game named after the league in charge of the Super Bowl halftime show?",built on 16-bit architectures and offered improved graphics and sound,List of Super Bowl halftime shows,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""List of Super Bowl halftime shows"", ""Madonna (entertainer)"", ""Sega Genesis"", ""Super Bowl Most Valuable Player Award"", ""Super Bowl XLVII halftime show"", ""Super Bowl XXXVIII"", ""Nintendo Entertainment System"", ""Super Bowl XXXVII"", ""Super Bowl XXXII"", ""NFL (video game)"", ""Beyoncé"", ""Super Nintendo Entertainment System""]","[""List of Super Bowl halftime shows"", ""NFL (video game)"", ""Super Nintendo Entertainment System"", ""Nintendo Entertainment System""]",2,6,971,final_synthesis_reserve,List of Super Bowl halftime shows,0.9324516586048132,grounded,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/077_4hop1__46196_497223_15840_36002
78,4hop1__88342_49853_128008_92225,When is opening day of the season of the league that the team that has the most titles from the competition they gave out MVP awards after?,"March 29, 2018",first week of April,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[""Opening Day"", ""Lin Chih-chieh"", ""Los Angeles Dodgers"", ""Major League Baseball All-Star Game Most Valuable Player Award"", ""Hart Memorial Trophy"", ""Montreal Expos""]","[""Major League Baseball Most Valuable Player Award"", ""World Series"", ""New York Yankees"", ""2018 Major League Baseball season""]",2,6,990,final_synthesis_reserve,first week of April,0.9719545011076481,intermediate_answer,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/078_4hop1__88342_49853_128008_92225
79,4hop1__638706_765799_282674_759393,What is the seat of the county sharing a border with the county where Tenement was founded?,Green Bay,Pécs,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Baranya County"", ""Jerome Quinn"", ""John C. Petersen"", ""Western Region (Ghana)"", ""Tenement (band)"", ""Capital Talk"", ""Pulaski High School"", ""Namibia"", ""List of capitals in the United States"", ""Potes""]","[""John C. Petersen"", ""Jerome Quinn"", ""Pulaski High School"", ""Tenement (band)""]",2,6,953,final_synthesis_reserve,Pécs,0.9687294453486901,intermediate_answer,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/079_4hop1__638706_765799_282674_759393
80,4hop1__399219_765799_282674_759393,What is the seat of the county sharing a border with the county in which Valley New School is located?,Green Bay,Appleton,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Valley New School"", ""Gmina Ujsoły"", ""Pulaski High School"", ""Krasnovishersky District"", ""John C. Petersen"", ""Jerome Quinn"", ""Pesanggrahan, South Jakarta"", ""Australia"", ""Union territory""]","[""John C. Petersen"", ""Jerome Quinn"", ""Pulaski High School"", ""Valley New School""]",2,6,956,final_synthesis_reserve,Appleton,0.9720052018640759,intermediate_answer,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/080_4hop1__399219_765799_282674_759393
81,4hop1__9007_698949_157828_162309,When did the country with a co-official language used in the film titled after the city that is the final resting place of Tito first attend the Olympics games?,2016,1920,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Josip Broz Tito"", ""Isaac Ntiamoah"", ""The White Suit"", ""Yugoslavia at the Olympics"", ""Silence in Dreamland"", ""Catalan language"", ""List of territorial entities where English is an official language"", ""Southern Europe"", ""Portugal"", ""Kazakhstan at the Olympics"", ""Moldova at the 1996 Summer Olympics"", ""Languages of India"", ""Madagascar"", ""Cyprus""]","[""Belgrade (film)"", ""Josip Broz Tito"", ""Serbian language"", ""Yugoslavia at the Olympics""]",2,6,970,final_synthesis_reserve,1920,0.9733789716338691,intermediate_answer,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/081_4hop1__9007_698949_157828_162309
82,4hop1__482815_624859_355213_203322,"What county shares a border with the other county, that contains the city, that is the birthplace of the performer of Never Gonna Fall in Love Again?",Cabarrus County,Eric Carmen,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Never Gonna Fall in Love Again"", ""Gmina Włodawa"", ""Beauty and the Beast (2017 film)"", ""The Definitive Collection (Eric Carmen album)"", ""Birth certificate"", ""Krasnovishersky District"", ""Gold Hill, North Carolina"", ""Cleveland, North Carolina"", ""Virginia, Lempira""]","[""Never Gonna Fall in Love Again"", ""Gold Hill, North Carolina"", ""Cleveland, North Carolina"", ""The Definitive Collection (Eric Carmen album)""]",2,6,888,final_synthesis_reserve,Eric Carmen,0.9680954716402163,intermediate_answer,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/082_4hop1__482815_624859_355213_203322
83,4hop1__711307_49925_13759_736921,"The German priest, who wanted Jean Hengen's religious denomination to reform, preached a sermon on Marian devotion a month before his death in what German state?",Saxony-Anhalt,Saxony-Anhalt,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,"[""Mary, mother of Jesus"", ""Ambroise-Marie Carré"", ""Jean Hengen"", ""Wittenberg (district)"", ""Reformation"", ""Jehovah's Witnesses"", ""Radulphe"", ""Świecie County"", ""Biłgoraj County"", ""Livinus"", ""Betty Eadie"", ""Saint Nicholas Church, Strasbourg"", ""First Great Awakening"", ""Catholic Church in England and Wales""]","[""Reformation"", ""Wittenberg (district)"", ""Mary, mother of Jesus"", ""Jean Hengen""]",6,11,1041,final_synthesis_reserve,,0.0,,memory,memory_mem_5,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/083_4hop1__711307_49925_13759_736921
84,4hop2__161602_474028_88460_20988,For what major conflict is the country on the natural boundary between the country that hosted the tournament and the country where A Don is from known?,one of the world's longest-running ongoing civil wars.,Laos,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Central Highlands (Tasmania)"", ""Beaverdell"", ""A Don"", ""Geography of Myanmar"", ""Cricket World Cup"", ""2016 FIFA Club World Cup"", ""2017 FIFA Confederations Cup"", ""Oklahoma City"", ""2015 Copa América""]","[""Geography of Myanmar"", ""Myanmar"", ""2020 AFC U-23 Championship qualification"", ""A Don""]",2,6,955,final_synthesis_reserve,Laos,0.9731766657270748,intermediate_answer,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/084_4hop2__161602_474028_88460_20988
85,4hop2__161602_474028_88460_20985,Does the capital city hold the majority of the population in the natural boundary between the country that hosted the tournament and the country where A Don is from?,largest city is Yangon (Rangoon),No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Reykjavík"", ""A Don"", ""Nairobi"", ""2017 FIFA Confederations Cup"", ""Thailand"", ""Geography of Myanmar"", ""Dubai"", ""Ottawa"", ""Myanmar""]","[""A Don"", ""Geography of Myanmar"", ""Myanmar"", ""2020 AFC U-23 Championship qualification""]",2,7,962,final_synthesis_reserve,No,0.8891601061221098,final_synthesis,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/085_4hop2__161602_474028_88460_20985
86,4hop2__71753_685934_70784_61381,When was the region that lies to the north of where Israel is located and where The World is located established?,1932,Dubai,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""The World (archipelago)"", ""Israel"", ""South Asia"", ""Tzelafon"", ""Beaverdell"", ""Geography of Saudi Arabia"", ""East Redonda Island"", ""Champlain, Quebec"", ""Gazit"", ""Saudi Arabia"", ""North East Side (Denver)"", ""Tallebudgera Creek Dam"", ""Wollaston Peninsula""]","[""Saudi Arabia"", ""The World (archipelago)"", ""Geography of Saudi Arabia"", ""Israel""]",6,8,890,final_synthesis_reserve,Dubai,0.9735999984875827,final_synthesis,memory,memory_mem_7,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/086_4hop2__71753_685934_70784_61381
87,4hop1__152146_5274_458768_33637,How many ethnic minorities were looked at differently in the city where the headquarters of the only group larger than Långa nätter's record label is located?,two,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Långa nätter"", ""Miami"", ""Santa Monica, California"", ""MCA Records"", ""Look What I Almost Stepped In..."", ""Sony Music"", ""The Right Stuff Records"", ""Myanmar"", ""EmArcy Records"", ""Costa Ricans""]","[""The Right Stuff Records"", ""Santa Monica, California"", ""Sony Music"", ""Långa nätter""]",2,7,973,final_synthesis_reserve,2,0.9453080197407707,final_synthesis,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/087_4hop1__152146_5274_458768_33637
88,4hop1__17192_17130_70784_79935,When was the region immediately north of the region where the country that secured southern Lebanon is located and the Persian Gulf created?,1930,15–20 million years ago,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Wiechert (crater)"", ""Geography of Saudi Arabia"", ""Beaverdell"", ""Arabian Peninsula"", ""Israel"", ""Wollaston Peninsula"", ""Arabian Sea"", ""Iran"", ""Gmina Bobrowniki, Silesian Voivodeship"", ""Brinovščica""]","[""History of Saudi Arabia"", ""Israel"", ""Geography of Saudi Arabia""]",2,7,945,final_synthesis_reserve,15–20 million years ago,0.9721650787098682,final_synthesis,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/088_4hop1__17192_17130_70784_79935
89,4hop1__73810_32392_823060_610794,In what county is located the city that shares a border with the capital of the state that won the 2017 NCAA Basketball Tournament?,Richland County,South Carolina,0,1,0.666667,0.666667,0.5,0.666667,0.367879,0.367879,0.0,0.0,0.526316,1,"[""2017 NCAA Division I Women's Basketball Tournament"", ""States of Nigeria"", ""Forest Acres, South Carolina"", ""Three-point field goal"", ""List of Olympic medalists in basketball"", ""Kansas State Wildcats men's basketball"", ""Ohio State Buckeyes men's basketball"", ""Charleston, South Carolina"", ""Oklahoma City"", ""WWNQ"", ""NCAA Division I Women's Basketball Tournament"", ""2016 NCAA Division I Women's Basketball Tournament""]","[""2017 NCAA Division I Women's Basketball Tournament"", ""WWNQ"", ""Forest Acres, South Carolina"", ""Charleston, South Carolina""]",2,6,926,final_synthesis_reserve,South Carolina,0.9733455469542152,intermediate_answer,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/089_4hop1__73810_32392_823060_610794
90,4hop3__531933_836463_161616_77103,When did the city where Souvenir's performer was born become the capitol of the state Knowles was from?,1839,1839,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,"[""Suga Mama"", ""Beyoncé"", ""Ring the Alarm"", ""History of Georgia (U.S. state)"", ""History of Austin, Texas"", ""Destiny's Child""]","[""Souvenir (Eric Johnson album)"", ""History of Austin, Texas"", ""Live from Austin, TX (Eric Johnson album)"", ""Suga Mama""]",2,8,993,final_synthesis_reserve,1839,0.9059634583602427,final_synthesis,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/090_4hop3__531933_836463_161616_77103
91,4hop1__57467_53706_795904_580996,What city shares a border with the city where a person worked during the gold rush in the state that has the most house of representatives seat?,Rio Linda,Melbourne,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Melbourne"", ""Idaho's at-large congressional district"", ""Oak Lawn, Illinois"", ""Atlantic City, Wyoming"", ""Alabama's congressional districts"", ""United States House of Representatives"", ""1979 Japanese general election"", ""Coldspring House""]","[""Rio Linda High School"", ""United States House of Representatives"", ""History of Sacramento, California"", ""California Gold Rush""]",2,6,925,final_synthesis_reserve,Melbourne,0.9733154828764268,intermediate_answer,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/091_4hop1__57467_53706_795904_580996
92,4hop3__673447_132409_145082_35031,"Among the top five largest urban areas in the state where Infest's performer was formed, where does Tammy Leitner's birth city rank?",third-largest,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Tennessee"", ""Infest (album)"", ""Mexico City"", ""Bangladesh"", ""Papa Roach"", ""New Zealand"", ""Southern California"", ""Chihuahua (state)"", ""Hyderabad"", ""Tammy Leitner""]","[""Infest (album)"", ""Papa Roach"", ""Tammy Leitner"", ""San Diego""]",2,7,962,final_synthesis_reserve,,0.0,,state,state_2,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/092_4hop3__673447_132409_145082_35031
93,4hop1__455862_508773_85832_745702,Whose navigator father explored the east coast of the region where Ignacio Esparza was later born?,Sebastian Cabot,"Guadalajara, Jalisco, Mexico",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Ignacio Esparza"", ""Pedro Álvares Cabral"", ""History of Australia"", ""Paula Santiago"", ""Sebastian Cabot (explorer)"", ""John Cabot"", ""Vicente Yáñez Pinzón"", ""Spice trade"", ""Pennell Coast"", ""Willem Janszoon"", ""Exploration of North America""]","[""Ignacio Esparza"", ""Paula Santiago"", ""John Cabot"", ""Sebastian Cabot (explorer)""]",5,10,928,final_synthesis_reserve,"Guadalajara, Jalisco, Mexico",0.900653232177265,final_synthesis,memory,memory_mem_5,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/093_4hop1__455862_508773_85832_745702
94,2hop__131455_11960,What is the tallest building in the state where KZAR is located?,JPMorgan Chase Tower,JPMorgan Chase Tower,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,"[""KZAR"", ""Marinablue"", ""Empire State Building"", ""List of tallest buildings in Baltimore"", ""The Kitahama"", ""Houston"", ""List of tallest buildings and structures"", ""1717 Broadway"", ""Wuhan World Trade Tower"", ""Woolworth Building"", ""EMC Insurance Building"", ""Hyperion Tower"", ""3300 North Central Avenue""]","[""KZAR"", ""Houston""]",3,6,486,high_confidence_root_memory,JPMorgan Chase Tower,0.8878128064676369,expansion_candidate,memory,memory_mem_6,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/094_2hop__131455_11960
95,2hop__31995_8583,Who did the Slavs have contact with in the country that Steven Spielberg's grandparents were from?,Iranic Sarmatians and the Germanic Goths,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Slavs"", ""Steven Spielberg"", ""The Color Purple (film)""]","[""Slavs"", ""Steven Spielberg""]",7,13,1001,final_synthesis_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/095_2hop__31995_8583
96,3hop2__101905_30152_20999,How were the people that the Ajuran Empire declared independence from by minting coins expelled from David Htan's country?,The dynasty regrouped and defeated the Portuguese,Myanmar,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Mint (facility)"", ""David Htan"", ""Somalis"", ""Portugal"", ""Ottoman Empire"", ""Muslim world"", ""Myanmar"", ""Somalis in the United Kingdom""]","[""Ottoman Empire"", ""Myanmar"", ""David Htan""]",5,10,1118,final_synthesis_reserve,Myanmar,0.8735999999999999,final_synthesis,memory,memory_mem_6,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/096_3hop2__101905_30152_20999
97,3hop2__30956_65244_84681,"When did the people who controlled New York before it became an English colony, come to the country where John Kerry's yacht was built?",13 December 1642,1623,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""John Kerry"", ""Black people"", ""Thirteen Colonies"", ""Philadelphia"", ""Johnny O Driscoll"", ""USS Lady Mary (SP-212)"", ""USS Gem (SP-41)"", ""New Amsterdam"", ""History of New Zealand"", ""Oswego Yacht Club""]","[""New Amsterdam"", ""History of New Zealand"", ""John Kerry""]",2,6,946,final_synthesis_reserve,1623,0.9710342369658769,intermediate_answer,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/097_3hop2__30956_65244_84681
98,3hop2__57233_106716_56883,"When was conscription introduced in the country where Pepsi Live was hosted, during the war where The Things They Carried is set?",1964,1990,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""The Things They Carried"", ""Pepsi Live"", ""Canadian Armed Forces"", ""Schweppes Cola"", ""Absorption of water"", ""Some Things Are Meant to Be (song)"", ""Willie and Family Live"", ""Azure Moon"", ""Holly Holliday"", ""Walt Lloyd"", ""'Bout Changes 'n' Things Take 2"", ""An American Daughter""]","[""Conscription in Australia"", ""Pepsi Live"", ""The Things They Carried""]",3,5,536,llm_stop_with_root_memory,1990,0.8654,final_synthesis,memory,memory_mem_7,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/098_3hop2__57233_106716_56883
99,3hop1__147135_159767_81096,Who won the Indy car race in the largest city and the state capital of the death state of Cochise?,Mario Andretti,Mario Andretti,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,"[""Logan Gomez"", ""Desert Diamond West Valley Phoenix Grand Prix"", ""Homero Richards"", ""Cochise"", ""Arizona"", ""Tallahassee, Florida"", ""Fresno, California"", ""Tony Renna"", ""Blue Springs, Missouri"", ""Saint Paul, Minnesota""]","[""Desert Diamond West Valley Phoenix Grand Prix"", ""Arizona"", ""Cochise""]",2,7,939,final_synthesis_reserve,Mario Andretti,0.9548783181139392,final_synthesis,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/099_3hop1__147135_159767_81096
